Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7808,Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,180000.0,0.0,0.0,10000.0,190000.0
7809,Might & Magic: Clash of Heroes,DS,2009,Role-Playing,Ubisoft,160000.0,20000.0,0.0,10000.0,190000.0
7810,Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure,THQ,170000.0,10000.0,0.0,10000.0,190000.0
7811,IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,90000.0,70000.0,0.0,20000.0,190000.0
7812,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,90000.0,70000.0,0.0,20000.0,190000.0
7813,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,140000.0,40000.0,0.0,10000.0,190000.0
7815,Chaotic: Shadow Warriors,Wii,2009,Action,Activision,180000.0,0.0,0.0,10000.0,190000.0
7816,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,140000.0,30000.0,0.0,10000.0,190000.0
7817,Trivial Pursuit unhinged,PS2,2004,Misc,Atari,90000.0,70000.0,0.0,20000.0,190000.0
7819,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,170000.0,10000.0,0.0,10000.0,190000.0
7820,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,90000.0,70000.0,0.0,20000.0,190000.0
7821,Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,180000.0,0.0,0.0,10000.0,190000.0
7822,NBA Live 14,XOne,2013,Sports,Electronic Arts,160000.0,20000.0,0.0,10000.0,190000.0
7823,Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,Konami Digital Entertainment,90000.0,70000.0,0.0,20000.0,190000.0
7824,Dave Mirra Freestyle BMX 2,GBA,2001,Sports,Acclaim Entertainment,140000.0,50000.0,0.0,0.0,190000.0
7827,NHL Hitz Pro,PS2,2003,Sports,Midway Games,90000.0,70000.0,0.0,20000.0,190000.0
7829,Allied General,PS,1996,Strategy,SSI,110000.0,70000.0,0.0,10000.0,190000.0
7834,Farming Simulator 2015,XOne,2015,Simulation,Koch Media,100000.0,70000.0,0.0,20000.0,190000.0
7836,Mahjong: Journey Quest for Tikal,DS,2008,Puzzle,Rondomedia,150000.0,30000.0,0.0,10000.0,190000.0
7840,SingStar Pop Vol.2,PS2,2008,Misc,Sony Computer Entertainment,90000.0,70000.0,0.0,20000.0,190000.0
7841,SNK Arcade Classics Vol. 1,PS2,2008,Misc,Ignition Entertainment,90000.0,70000.0,0.0,20000.0,190000.0
7842,Darkstalkers 3,PS,1998,Fighting,Capcom,110000.0,70000.0,0.0,10000.0,190000.0
7843,SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,150000.0,30000.0,0.0,10000.0,190000.0
7844,Frequency,PS2,2001,Misc,Sony Computer Entertainment,90000.0,70000.0,0.0,20000.0,190000.0
7845,Death Jr.,PSP,2005,Platform,Konami Digital Entertainment,170000.0,0.0,0.0,10000.0,190000.0
7846,Cars: Race-O-Rama,PS3,2009,Racing,THQ,140000.0,30000.0,0.0,20000.0,190000.0
7848,The Polar Express,GBA,2004,Adventure,THQ,140000.0,50000.0,0.0,0.0,190000.0
7849,2002 FIFA World Cup,XB,2002,Sports,Electronic Arts,140000.0,40000.0,0.0,10000.0,190000.0
7851,SpongeBob SquigglePants 3D,3DS,2011,Misc,THQ,130000.0,50000.0,0.0,20000.0,190000.0
7852,Jampack: Summer 2003 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,90000.0,70000.0,0.0,20000.0,190000.0
7854,Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft,180000.0,0.0,0.0,10000.0,190000.0
7855,Frogger's Adventures 2: The Lost Wand,GBA,2002,Adventure,Konami Digital Entertainment,140000.0,50000.0,0.0,0.0,190000.0
7856,Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,140000.0,40000.0,0.0,10000.0,190000.0
7858,The Amazing Spider-Man (Console Version),3DS,2012,Action,Activision,150000.0,30000.0,0.0,10000.0,190000.0
7861,Hexen,N64,1996,Shooter,GT Interactive,150000.0,40000.0,0.0,0.0,190000.0
7862,Mace: The Dark Age,N64,1997,Fighting,GT Interactive,150000.0,40000.0,0.0,0.0,190000.0
7863,AeroFighters Assault,N64,1997,Action,Video System,150000.0,40000.0,0.0,0.0,190000.0
7866,Quake,N64,1998,Shooter,GT Interactive,150000.0,40000.0,0.0,0.0,190000.0
7867,Sesame Street: Elmo's Number Journey,N64,1999,Misc,NewKidCo,150000.0,40000.0,0.0,0.0,190000.0
7869,Squeeballs Party,Wii,2009,Puzzle,Performance Designed Products,180000.0,0.0,0.0,10000.0,190000.0
7871,Where's Waldo? The Fantastic Journey,Wii,2009,Adventure,Ubisoft,180000.0,0.0,0.0,10000.0,190000.0
7872,Family Game Night 4: The Game Show,Wii,2011,Misc,Electronic Arts,130000.0,40000.0,0.0,10000.0,190000.0
7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,150000.0,40000.0,0.0,10000.0,190000.0
7874,Saints Row IV,PC,2013,Action,Deep Silver,110000.0,60000.0,0.0,20000.0,190000.0
7875,Fighter Within,XOne,2013,Fighting,Ubisoft,110000.0,70000.0,0.0,20000.0,190000.0
7876,Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision,90000.0,70000.0,0.0,20000.0,190000.0
7877,SSX Tricky,GBA,2002,Sports,Electronic Arts,140000.0,50000.0,0.0,0.0,190000.0
7879,Warhammer: Shadow of the Horned Rat,PS,1996,Strategy,Mindscape,110000.0,70000.0,0.0,10000.0,190000.0
7881,NBA 2K11,PC,2010,Action,Take-Two Interactive,180000.0,0.0,0.0,10000.0,190000.0
7884,Jeopardy!,DS,2010,Misc,THQ,180000.0,0.0,0.0,10000.0,190000.0
7885,ESPN International Track & Field,PS2,2000,Sports,Konami Digital Entertainment,90000.0,70000.0,0.0,20000.0,190000.0
7886,Lunar Legend,GBA,2002,Role-Playing,Media Rings,140000.0,50000.0,0.0,0.0,190000.0
7887,Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,90000.0,70000.0,0.0,20000.0,190000.0
7893,Hulk,GC,2003,Action,Universal Interactive,150000.0,40000.0,0.0,10000.0,190000.0
7896,Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,140000.0,30000.0,0.0,10000.0,190000.0
7897,Boogie,PS2,2007,Misc,Electronic Arts,90000.0,70000.0,0.0,20000.0,190000.0
7898,Gungrave,PS2,2002,Shooter,Activision,90000.0,70000.0,0.0,20000.0,190000.0
7900,Transworld Surf,PS2,2002,Sports,Atari,90000.0,70000.0,0.0,20000.0,190000.0
7902,Tenchu: Fatal Shadows,PS2,2004,Action,Sega,90000.0,70000.0,0.0,20000.0,190000.0
7905,The Legend of Spyro: A New Beginning,GC,2006,Platform,Vivendi Games,150000.0,40000.0,0.0,10000.0,190000.0
7907,Sing4: The Hits Edition,Wii,2011,Misc,Crave Entertainment,180000.0,0.0,0.0,10000.0,190000.0
7908,Jewel Master: Cradle of Athena,DS,2010,Puzzle,Storm City Games,180000.0,0.0,0.0,10000.0,190000.0
7911,Big Air,PS,1999,Sports,Accolade,100000.0,70000.0,0.0,10000.0,190000.0
7914,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,140000.0,40000.0,0.0,10000.0,190000.0
7915,NASCAR Unleashed,3DS,2011,Racing,Activision,180000.0,0.0,0.0,10000.0,190000.0
7921,CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,110000.0,50000.0,0.0,20000.0,190000.0
7922,College Slam,PS,1995,Sports,Acclaim Entertainment,100000.0,70000.0,0.0,10000.0,190000.0
7924,Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,170000.0,10000.0,0.0,10000.0,190000.0
7927,Pictionary,DS,2010,Puzzle,THQ,100000.0,70000.0,0.0,20000.0,190000.0
7928,SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,160000.0,10000.0,0.0,10000.0,190000.0
7930,Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,90000.0,70000.0,0.0,20000.0,190000.0
7936,The Munchables,Wii,2009,Action,Namco Bandai Games,170000.0,0.0,0.0,10000.0,190000.0
7939,Bolt,PS3,2008,Adventure,Disney Interactive Studios,120000.0,50000.0,0.0,20000.0,190000.0
7941,Mathews Bowhunting,Wii,2010,Sports,Zoo Games,180000.0,0.0,0.0,10000.0,190000.0
7944,Remington Super Slam Hunting: North America,Wii,2010,Sports,Mastiff,180000.0,0.0,0.0,10000.0,190000.0
7945,Crash & Spyro Superpack,GBA,2005,Platform,Vivendi Games,130000.0,50000.0,0.0,0.0,190000.0
7950,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,170000.0,0.0,0.0,10000.0,190000.0
7956,Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,100000.0,70000.0,0.0,20000.0,190000.0
7958,The Scorpion King: Sword of Osiris,GBA,2002,Action,Vivendi Games,130000.0,50000.0,0.0,0.0,190000.0
7959,Bubsy 3D,PS,1996,Platform,Accolade,100000.0,70000.0,0.0,10000.0,190000.0
7961,NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,90000.0,70000.0,0.0,20000.0,190000.0
7962,Farmtopia,DS,2010,Simulation,505 Games,180000.0,0.0,0.0,10000.0,190000.0
7963,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,90000.0,70000.0,0.0,20000.0,190000.0
7965,R-Type Final,PS2,2003,Shooter,Metro 3D,90000.0,70000.0,0.0,20000.0,190000.0
7966,Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,Action,Activision,130000.0,50000.0,0.0,0.0,190000.0
7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,90000.0,70000.0,0.0,20000.0,190000.0
7970,WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,150000.0,20000.0,0.0,10000.0,190000.0
7973,Blood Omen 2,XB,2002,Action,Eidos Interactive,140000.0,40000.0,0.0,10000.0,190000.0
7974,Jurassic: The Hunted,PS3,2009,Shooter,Activision,170000.0,0.0,0.0,20000.0,190000.0
7976,Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,140000.0,40000.0,0.0,10000.0,190000.0
7977,Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,150000.0,30000.0,0.0,0.0,190000.0
7979,Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,160000.0,30000.0,0.0,0.0,190000.0
7981,Hot Wheels: Battle Force 5,Wii,2009,Racing,Activision,170000.0,0.0,0.0,10000.0,190000.0
7982,Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,170000.0,0.0,0.0,10000.0,190000.0
7983,La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,90000.0,70000.0,0.0,20000.0,190000.0
7985,SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,100000.0,70000.0,0.0,20000.0,190000.0
7987,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,130000.0,50000.0,0.0,10000.0,190000.0
7988,Call of Juarez,X360,2007,Shooter,Ubisoft,140000.0,20000.0,0.0,10000.0,190000.0
7989,Star Wars: The Clone Wars & Tetris Worlds,XB,2002,Misc,Microsoft Game Studios,140000.0,40000.0,0.0,10000.0,190000.0
7990,The Bee Game,DS,2007,Adventure,Midway Games,170000.0,0.0,0.0,10000.0,190000.0
7991,EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,90000.0,70000.0,0.0,20000.0,190000.0
7992,Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision,140000.0,30000.0,0.0,10000.0,190000.0
7993,NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,170000.0,0.0,0.0,10000.0,190000.0
7995,Treasures of the Deep,PS,1997,Action,Namco Bandai Games,100000.0,70000.0,0.0,10000.0,190000.0
7999,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,170000.0,0.0,0.0,10000.0,180000.0
8000,Fight Club,PS2,2004,Fighting,Vivendi Games,90000.0,70000.0,0.0,20000.0,180000.0
8002,Syndicate,X360,2012,Shooter,Electronic Arts,100000.0,60000.0,0.0,20000.0,180000.0
8003,Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,Konami Digital Entertainment,170000.0,0.0,0.0,10000.0,180000.0
8005,Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,90000.0,70000.0,0.0,20000.0,180000.0
8006,Sports Illustrated for Kids: Football,GBA,2003,Sports,BAM! Entertainment,130000.0,50000.0,0.0,0.0,180000.0
8007,The Last Airbender,DS,2010,Action,THQ,130000.0,40000.0,0.0,10000.0,180000.0
8008,Happy Cooking,DS,2006,Simulation,Ubisoft,170000.0,0.0,0.0,10000.0,180000.0
8009,.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Role-Playing,Atari,90000.0,70000.0,0.0,20000.0,180000.0
8010,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,140000.0,40000.0,0.0,10000.0,180000.0
8012,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,140000.0,40000.0,0.0,10000.0,180000.0
8013,NBA Live 08,Wii,2007,Sports,Electronic Arts,170000.0,0.0,0.0,20000.0,180000.0
8014,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,90000.0,70000.0,0.0,20000.0,180000.0
8016,Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,160000.0,10000.0,0.0,10000.0,180000.0
8017,Reel Fishing II,PS,2000,Sports,Victor Interactive,100000.0,70000.0,0.0,10000.0,180000.0
8018,Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,Take-Two Interactive,170000.0,0.0,0.0,10000.0,180000.0
8020,Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,140000.0,40000.0,0.0,10000.0,180000.0
8023,Siren,PS2,2003,Adventure,Sony Computer Entertainment,90000.0,70000.0,0.0,20000.0,180000.0
8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,150000.0,20000.0,0.0,10000.0,180000.0
8025,NARC,XB,2005,Shooter,Midway Games,140000.0,40000.0,0.0,10000.0,180000.0
8032,de Blob 2,Wii,2011,Platform,THQ,110000.0,60000.0,0.0,20000.0,180000.0
8034,Casper: Friends Around the World,PS,2000,Action,TDK Core,100000.0,70000.0,0.0,10000.0,180000.0
8036,Jurassic Park III: Island Attack,GBA,2001,Adventure,Konami Digital Entertainment,130000.0,50000.0,0.0,0.0,180000.0
8037,Chaotic: Shadow Warriors,DS,2009,Action,Activision,170000.0,0.0,0.0,10000.0,180000.0
8038,Ghostbusters: The Video Game,PSP,2009,Action,Atari,160000.0,10000.0,0.0,20000.0,180000.0
8040,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,90000.0,70000.0,0.0,20000.0,180000.0
8044,Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,140000.0,40000.0,0.0,10000.0,180000.0
8045,AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,140000.0,40000.0,0.0,10000.0,180000.0
8047,Monopoly Party,XB,2002,Misc,Infogrames,140000.0,40000.0,0.0,10000.0,180000.0
8048,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,100000.0,70000.0,0.0,10000.0,180000.0
8049,How to Train Your Dragon,PS3,2010,Action,Activision,120000.0,40000.0,0.0,20000.0,180000.0
8050,Remember Me,X360,2013,Action,Capcom,100000.0,70000.0,0.0,20000.0,180000.0
8054,Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,90000.0,70000.0,0.0,20000.0,180000.0
8056,Atari Anniversary Advance,GBA,2002,Misc,Atari,130000.0,50000.0,0.0,0.0,180000.0
8064,Cabela's Adventure Camp,Wii,2011,Misc,Activision,150000.0,20000.0,0.0,10000.0,180000.0
8066,Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,140000.0,40000.0,0.0,0.0,180000.0
8067,Shrek SuperSlam,DS,2005,Action,Activision,170000.0,0.0,0.0,10000.0,180000.0
8070,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,160000.0,10000.0,0.0,10000.0,180000.0
8071,ZhuZhu Puppies,DS,2011,Simulation,Activision,130000.0,40000.0,0.0,10000.0,180000.0
8075,FIFA Soccer 07,GC,2006,Sports,Electronic Arts,140000.0,40000.0,0.0,0.0,180000.0
8077,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,110000.0,60000.0,0.0,20000.0,180000.0
8079,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,Nintendo,130000.0,50000.0,0.0,0.0,180000.0
8081,Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,170000.0,0.0,0.0,10000.0,180000.0
8082,Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,150000.0,30000.0,0.0,10000.0,180000.0
8085,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,100000.0,60000.0,0.0,20000.0,180000.0
8090,Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,140000.0,40000.0,0.0,10000.0,180000.0
8091,Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,100000.0,70000.0,0.0,10000.0,180000.0
8092,Spider-Man: Friend or Foe,PSP,2007,Action,Activision,160000.0,0.0,0.0,10000.0,180000.0
8093,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,90000.0,70000.0,0.0,20000.0,180000.0
8094,Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,90000.0,70000.0,0.0,20000.0,180000.0
8098,Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,130000.0,40000.0,0.0,10000.0,180000.0
8099,Disney Friends,DS,2007,Simulation,Disney Interactive Studios,130000.0,40000.0,0.0,10000.0,180000.0
8100,Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,NewKidCo,140000.0,40000.0,0.0,0.0,180000.0
8101,Re-Volt,N64,1999,Racing,Acclaim Entertainment,140000.0,40000.0,0.0,0.0,180000.0
8104,Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,140000.0,40000.0,0.0,0.0,180000.0
8106,Guitar Hero Live,WiiU,2015,Misc,Activision,120000.0,40000.0,0.0,20000.0,180000.0
8107,Shadow The Hedgehog,XB,2005,Platform,Sega,130000.0,40000.0,0.0,10000.0,180000.0
8109,Burnout Legends,DS,2005,Racing,Electronic Arts,150000.0,20000.0,0.0,10000.0,180000.0
8111,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,130000.0,50000.0,0.0,0.0,180000.0
8112,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,140000.0,20000.0,0.0,20000.0,180000.0
8114,The Adventures of Cookie & Cream,PS2,2000,Puzzle,Empire Interactive,90000.0,70000.0,0.0,20000.0,180000.0
8115,Van Helsing,XB,2007,Action,Activision,130000.0,40000.0,0.0,10000.0,180000.0
8116,Aliens: Colonial Marines,PC,2013,Shooter,Sega,100000.0,60000.0,0.0,20000.0,180000.0
8117,Splatterhouse,X360,2010,Action,Namco Bandai Games,140000.0,30000.0,0.0,10000.0,180000.0
8121,Gun,GC,2005,Shooter,Activision,140000.0,40000.0,0.0,0.0,180000.0
8122,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,170000.0,0.0,0.0,10000.0,180000.0
8123,Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ,130000.0,40000.0,0.0,10000.0,180000.0
8125,Cabela's Legendary Adventures,Wii,2008,Sports,Activision,170000.0,0.0,0.0,10000.0,180000.0
8127,Transformers: Dark of the Moon,Wii,2011,Action,Activision,100000.0,70000.0,0.0,20000.0,180000.0
8128,Shadow Madness,PS,1999,Action,Crave Entertainment,100000.0,70000.0,0.0,10000.0,180000.0
8130,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,130000.0,50000.0,0.0,0.0,180000.0
8131,Aliens: Infestation,DS,2011,Action,Sega,100000.0,60000.0,0.0,20000.0,180000.0
8133,The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,130000.0,50000.0,0.0,0.0,180000.0
8134,American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,90000.0,70000.0,0.0,20000.0,180000.0
8137,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,140000.0,40000.0,0.0,10000.0,180000.0
8138,Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,170000.0,0.0,0.0,10000.0,180000.0
8139,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,90000.0,70000.0,0.0,20000.0,180000.0
8141,Chuck E. Cheese's Party Games,DS,2010,Misc,UFO Interactive,170000.0,0.0,0.0,10000.0,180000.0
8144,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,140000.0,40000.0,0.0,0.0,180000.0
8147,Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,100000.0,70000.0,0.0,10000.0,180000.0
8149,Fireblade,PS2,2002,Action,Midway Games,90000.0,70000.0,0.0,20000.0,180000.0
8150,Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,160000.0,0.0,0.0,10000.0,180000.0
8151,Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,140000.0,40000.0,0.0,0.0,180000.0
8152,WordJong Party,Wii,2008,Puzzle,Destineer,170000.0,0.0,0.0,10000.0,180000.0
8153,Brunswick Circuit Pro Bowling,PS,1998,Sports,THQ,100000.0,70000.0,0.0,10000.0,180000.0
8154,Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,90000.0,70000.0,0.0,20000.0,180000.0
8156,Ball Breakers,PS,2000,Action,Take-Two Interactive,100000.0,70000.0,0.0,10000.0,180000.0
8158,EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,90000.0,70000.0,0.0,20000.0,180000.0
8161,Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,140000.0,40000.0,0.0,0.0,180000.0
8164,All Grown Up! Express Yourself,GBA,2004,Misc,THQ,130000.0,50000.0,0.0,0.0,180000.0
8165,College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,160000.0,0.0,0.0,10000.0,180000.0
8167,Skate it,DS,2008,Sports,Electronic Arts,140000.0,20000.0,0.0,10000.0,180000.0
8171,Juiced,XB,2005,Racing,THQ,130000.0,40000.0,0.0,10000.0,180000.0
8172,Looney Tunes: Back in Action,GBA,2003,Platform,Electronic Arts,130000.0,50000.0,0.0,0.0,180000.0
8173,Virtua Tennis,GBA,2002,Sports,Atari,130000.0,50000.0,0.0,0.0,180000.0
8177,Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,90000.0,70000.0,0.0,20000.0,180000.0
8179,UFC: Sudden Impact,PS2,2004,Fighting,Global Star,90000.0,70000.0,0.0,20000.0,180000.0
8180,Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games,170000.0,0.0,0.0,10000.0,180000.0
8181,NBA Hoopz,PS2,2001,Sports,Midway Games,90000.0,70000.0,0.0,20000.0,180000.0
8182,Captain America: Super Soldier,X360,2011,Action,Sega,110000.0,50000.0,0.0,10000.0,180000.0
8183,TRON: Evolution,DS,2010,Action,Disney Interactive Studios,120000.0,40000.0,0.0,10000.0,180000.0
8184,Pac-Man World 3,DS,2005,Platform,Namco Bandai Games,160000.0,0.0,0.0,10000.0,180000.0
8185,ESPN X Games Skateboarding,GBA,2001,Sports,Konami Digital Entertainment,130000.0,50000.0,0.0,0.0,180000.0
8186,Nancy Drew: The Hidden Staircase,DS,2008,Adventure,THQ,160000.0,0.0,0.0,10000.0,180000.0
8187,Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,170000.0,0.0,0.0,10000.0,180000.0
8189,Speedball 2100,PS,2000,Sports,Empire Interactive,100000.0,70000.0,0.0,10000.0,180000.0
8190,LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,100000.0,70000.0,0.0,10000.0,180000.0
8191,College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,160000.0,0.0,0.0,10000.0,180000.0
8193,Fancy Nancy: Tea Party Time!,DS,2010,Adventure,THQ,170000.0,0.0,0.0,10000.0,180000.0
8194,Backyard Basketball,GBA,2004,Sports,Atari,130000.0,50000.0,0.0,0.0,180000.0
8195,Madden NFL 09,XB,2008,Sports,Electronic Arts,130000.0,40000.0,0.0,10000.0,180000.0
8196,Scooby-Doo! Unmasked,GBA,2005,Platform,THQ,130000.0,50000.0,0.0,0.0,180000.0
8199,NHL 2004,XB,2003,Sports,Electronic Arts,130000.0,40000.0,0.0,10000.0,180000.0
8200,Namco Museum: 50th Anniversary,XB,2005,Misc,Namco Bandai Games,130000.0,40000.0,0.0,10000.0,180000.0
8201,You Don't Know Jack,PS3,2011,Misc,THQ,160000.0,0.0,0.0,10000.0,180000.0
8202,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,THQ,120000.0,30000.0,0.0,20000.0,180000.0
8203,NFL 2K2,XB,2002,Sports,Sega,130000.0,40000.0,0.0,10000.0,180000.0
8204,My French Coach,DS,2007,Misc,Ubisoft,150000.0,20000.0,0.0,10000.0,180000.0
8205,Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,140000.0,20000.0,0.0,10000.0,180000.0
8209,The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,90000.0,70000.0,0.0,20000.0,170000.0
8210,Disney Sing It: Family Hits,PS3,2010,Misc,Disney Interactive Studios,110000.0,40000.0,0.0,20000.0,170000.0
8212,EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,90000.0,70000.0,0.0,20000.0,170000.0
8213,Petz: Horseshoe Ranch,DS,2009,Adventure,Ubisoft,160000.0,0.0,0.0,10000.0,170000.0
8214,Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,90000.0,70000.0,0.0,20000.0,170000.0
8215,Stormrise,PS3,2009,Strategy,Sega,130000.0,20000.0,0.0,20000.0,170000.0
8221,The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,Mattel Interactive,100000.0,70000.0,0.0,10000.0,170000.0
8224,SEGA Bass Fishing Duel,PS2,2002,Sports,Sega,90000.0,70000.0,0.0,20000.0,170000.0
8227,Sports Illustrated for Kids: Baseball,GBA,2001,Sports,BAM! Entertainment,120000.0,50000.0,0.0,0.0,170000.0
8228,Fairytale Fights,PS3,2009,Action,Playlogic Game Factory,110000.0,40000.0,0.0,20000.0,170000.0
8229,Mark Davis Pro Bass Challenge,PS2,2002,Sports,Natsume,90000.0,70000.0,0.0,20000.0,170000.0
8230,Rugrats: Royal Ransom,GC,2002,Platform,THQ,130000.0,30000.0,0.0,0.0,170000.0
8231,Warriors of Might and Magic,PS2,2001,Adventure,3DO,90000.0,70000.0,0.0,20000.0,170000.0
8232,Open Season,GC,2006,Platform,Ubisoft,130000.0,30000.0,0.0,0.0,170000.0
8233,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,140000.0,20000.0,0.0,20000.0,170000.0
8235,Project Spark,XOne,2014,Misc,Microsoft Game Studios,110000.0,50000.0,0.0,20000.0,170000.0
8236,Backyard Sports Football: Rookie Rush,DS,2010,Sports,Atari,160000.0,0.0,0.0,10000.0,170000.0
8237,Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,100000.0,70000.0,0.0,10000.0,170000.0
